Longitude,Latitude,Elevation,Time,Track,Campaign,Link
254.70401,39.948975,2390.983,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22867,39.950817,2624.9700000000003,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70457,39.952053,2321.335,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22812,39.95392,2617.684,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70515,39.95515,2420.0660000000003,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22755,39.95702,2607.44,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70572,39.95825,2466.821,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22699,39.960125,2598.052,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70628,39.96135,2458.6240000000003,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22643,39.963226,2603.062,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70685,39.964443,2318.071,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22585,39.966324,2593.967,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.7074,39.967525,2155.465,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22527,39.969418,2616.143,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70796,39.970608,2004.445,2005-11-17 14:43:09,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22467,39.97251,2596.232,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.70854,39.973713,2116.051,2005-11-17 14:43:08,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
254.22408,39.975605,2602.811,2005-10-28 02:57:34,20,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.10.28/GLAH06_634_2113_002_0019_4_01_0001.H5.ascii"
254.7091,39.97682,2089.743,2005-11-17 14:43:08,325,"Laser 3D","https://n5eil01u.ecs.nsidc.org/opendap/GLAS/GLAH06.034/2005.11.17/GLAH06_634_2113_002_0325_2_01_0001.H5.ascii"
